mapping_rate	data	section
62.29	human	Stomachs
56.8	human	Stomachs
50.27	human	Stomachs
51.89	human	Stomachs
52.09	human	Stomachs
49.29	human	Stomachs
50.87	human	Stomachs
52.85	human	Stomachs
50.6	human	Stomachs
52.6	human	Stomachs
53	human	Stomachs
50.15	human	Stomachs
51.2	human	Stomachs
46.13	human	Stomachs
50.69	human	Stomachs
56.08	human	Stomachs
53.5	human	Stomachs
51.31	human	Stomachs
52.79	human	Stomachs
47.6	human	Stomachs
48.75	human	Stomachs
54.23	human	Stomachs
43.11	human	Stomachs
48.33	human	Stomachs
50.59	human	Stomachs
45.9	human	Stomachs
51.37	human	Stomachs
61.65	human	Stomachs
47.64	human	Stomachs
44.2	human	Stomachs
47.06	human	Stomachs
48.15	human	Stomachs
46.63	human	Stomachs
48.12	human	Stomachs
51.46	human	Stomachs
49.16	human	Stomachs
49	human	Stomachs
58.45	human	Stomachs
50.54	human	Stomachs
47.62	human	Stomachs
52.39	human	Stomachs
47.08	human	Stomachs
53.63	human	Stomachs
50.98	human	Stomachs
48.83	human	Stomachs
57.85	human	Stomachs
49.31	human	Stomachs
52.79	human	Stomachs
50.41	human	Stomachs
39.69	human	Stomachs
49.7	human	Stomachs
59.06	human	Stomachs
53.08	human	Stomachs
52.22	human	Stomachs
52	human	Stomachs
48.95	human	Stomachs
52.76	human	Stomachs
52.43	human	Stomachs
50.9	human	Stomachs
47.77	human	Stomachs
49.86	human	Stomachs
50.4	human	Stomachs
47.11	human	Stomachs
52.69	human	Stomachs
48.76	human	Stomachs
49.14	human	Stomachs
49.44	human	Stomachs
46.41	human	Stomachs
47.56	human	Stomachs
49.88	human	Stomachs
46.04	human	Stomachs
52.11	human	Stomachs
50.45	human	Stomachs
44.65	human	Stomachs
45.4	human	Stomachs
45.28	human	Stomachs
49.47	human	Stomachs
51.86	human	Stomachs
51.02	human	Stomachs
47.77	human	Stomachs
74.63	human	Stomachs
69.43	human	Stomachs
74.49	human	Stomachs
64.77	human	Stomachs
70.91	human	Rectum
71.91	human	Stomachs
56.37	human	Stomachs
63.63	human	Rectum
64.83	human	Rectum
66.08	human	Rectum
77.11	human	Stomachs
68.96	human	Rectum
61.67	human	Rectum
63.11	human	Stomachs
65.24	human	Rectum
65.24	human	Rectum
72.48	human	Rectum
66.31	human	Rectum
62.21	human	Rectum
71.87	human	Stomachs
63.48	human	Rectum
70.18	human	Rectum
65.58	human	Rectum
61.19	human	Rectum
65.35	human	Rectum
62.07	human	Stomachs
52.77	human	Stomachs
59.31	human	Stomachs
56.96	human	Stomachs
62.03	human	Stomachs
64.6	human	Rectum
68.4	human	Rectum
61.41	human	Rectum
66.28	human	Stomachs
77.09	human	Rectum
64.67	human	Rectum
79	human	Rectum
76.1	human	Rectum
66.57	human	Rectum
68.7	human	Stomachs
69.92	human	Rectum
64.64	human	Rectum
64.08	human	Rectum
65.45	human	Stomachs
69.5	human	Rectum
78.98	human	Rectum
72.82	human	Rectum
68.9	human	Rectum
66.74	human	Rectum
67.26	human	Stomachs
69.6	human	Rectum
71.02	human	Rectum
67.97	human	Rectum
73.04	human	Rectum
71.33	human	Rectum
71.92	human	Rectum
65.62	human	Rectum
71.55	human	Rectum
70.19	human	Rectum
70.04	human	Rectum
71.15	human	Rectum
70.56	human	Rectum
67.54	human	Rectum
63.26	human	Rectum
70.16	human	Rectum
73.38	human	Rectum
64.15	human	Rectum
71.72	human	Rectum
70.81	human	Rectum
64.62	human	Rectum
76.06	human	Rectum
74.03	human	Rectum
77.48	human	Rectum
70.49	human	Rectum
70.07	human	Stomachs
70.5	human	Stomachs
66.9	human	Stomachs
69.81	human	Stomachs
69.8	human	Stomachs
72.24	human	Stomachs
67.42	human	Stomachs
71.04	human	Intestines
83.21	human	Intestines
80.25	human	Intestines
84.7	human	Intestines
96.61	human	Intestines
69.73	human	Intestines
81.01	human	Intestines
68.17	human	Intestines
75.92	human	Intestines
92.99	human	Intestines
89.79	human	Intestines
87.5	human	Intestines
67.24	human	Stomachs
72.75	human	Stomachs
79.87	human	Intestines
79.99	human	Intestines
70.76	human	Stomachs
82.19	human	Intestines
71.75	human	Intestines
74.71	human	Stomachs
75.8	human	Stomachs
72.25	human	Rectum
73.98	human	Stomachs
77.16	human	Stomachs
66.94	human	Stomachs
69.88	human	Stomachs
90.99	human	Stomachs
84.18	human	Stomachs
77.31	human	Stomachs
76.86	human	Stomachs
66.14	human	Stomachs
66.45	human	Stomachs
71.42	human	Stomachs
77.03	human	Stomachs
77.87	human	Stomachs
77.57	human	Stomachs
74.48	human	Stomachs
66.49	human	Stomachs
69.94	human	Stomachs
53.79	human	Stomachs
51.88	human	Stomachs
54.46	human	Intestines
58.27	human	Stomachs
64.99	human	Intestines
73.69	human	Intestines
53.19	human	Stomachs
58.06	human	Intestines
50.5	human	Stomachs
59.04	human	Intestines
61.84	human	Intestines
71.66	human	Intestines
74.45	human	Intestines
45.09	human	Intestines
54.64	human	Intestines
46.45	human	Intestines
57.28	human	Intestines
39.9	human	Intestines
69.48	human	Intestines
70.85	human	Intestines
54.56	human	Intestines
73.94	human	Intestines
98.67	human	Intestines
71.05	human	Intestines
54.32	human	Intestines
53.93	human	Intestines
49.75	human	Intestines
42.63	human	Intestines
38.85	human	Intestines
68.03	human	Intestines
52.78	human	Intestines
54.73	human	Stomachs
60.48	human	Intestines
60.49	human	Stomachs
49.4	human	Stomachs
56.39	human	Stomachs
50.56	human	Stomachs
65.01	human	Intestines
59.34	human	Intestines
52.51	human	Intestines
53.86	human	Stomachs
53.8	human	Stomachs
71.5	human	Intestines
62.93	human	Intestines
69.32	human	Intestines
63.81	human	Intestines
71.67	human	Intestines
75.71	human	Intestines
56.55	human	Intestines
58.72	human	Intestines
58.44	human	Intestines
68.96	human	Intestines
55.41	human	Intestines
59.78	human	Intestines
65.69	human	Intestines
51.58	human	Stomachs
59.38	human	Intestines
71.9	human	Intestines
72.55	human	Stomachs
51.17	human	Stomachs
53.09	human	Stomachs
62.35	human	Stomachs
49.63	human	Stomachs
63.94	human	Stomachs
63.88	human	Stomachs
51.22	human	Stomachs
64.68	human	Stomachs
74.52	human	Intestines
70.35	human	Stomachs
68.15	human	Stomachs
69.1	human	Stomachs
67.87	human	Stomachs
70.18	human	Intestines
72.38	human	Intestines
66.37	human	Intestines
64.94	human	Intestines
75.96	human	Stomachs
67.55	human	Stomachs
65.05	human	Stomachs
69.22	human	Stomachs
67.25	human	Intestines
68.7	human	Stomachs
64.63	human	Intestines
67.05	human	Stomachs
72.4	human	Stomachs
74.05	human	Stomachs
69.97	human	Stomachs
72.5	human	Stomachs
72.25	human	Stomachs
53.72	human	Stomachs
69.61	human	Stomachs
73.85	human	Intestines
68.15	human	Intestines
53.69	human	Stomachs
67.22	human	Intestines
67.87	human	Intestines
71.35	human	Intestines
75.8	human	Intestines
94.36	human	Intestines
74.76	human	Intestines
72.98	human	Intestines
76.83	human	Intestines
74.39	human	Stomachs
66.31	human	Stomachs
71.54	human	Stomachs
51.39	human	Stomachs
67.89	human	Stomachs
71.75	human	Stomachs
52.91	human	Stomachs
57.81	human	Stomachs
71.97	human	Stomachs
69.62	human	Stomachs
51.02	human	Stomachs
64.06	human	Stomachs
48.2	human	Stomachs
48.97	human	Stomachs
48.38	human	Stomachs
68.21	human	Rectum
66.63	human	Stomachs
58.59	human	Rectum
53.3	human	Stomachs
68.93	human	Rectum
70.67	human	Stomachs
70.12	human	Rectum
65.31	human	Stomachs
66.85	human	Intestines
73.98	human	Intestines
70.39	human	Intestines
69.28	human	Intestines
70.54	human	Intestines
68.21	human	Intestines
69.4	human	Rectum
64.67	human	Rectum
51.81	human	Stomachs
55.8	human	Stomachs
74.56	human	Stomachs
54.76	human	Stomachs
73.7	human	Stomachs
68.46	human	Stomachs
53.65	human	Rectum
64.79	human	Rectum
67.02	human	Stomachs
63.76	human	Stomachs
66.32	human	Stomachs
65.55	human	Stomachs
70.24	human	Stomachs
67.01	human	Stomachs
61.93	human	Rectum
66.48	human	Rectum
65.13	human	Stomachs
71.08	human	Stomachs
66.14	human	Stomachs
65.8	human	Stomachs
61.93	human	Stomachs
71.16	human	Stomachs
67.64	human	Rectum
68.16	human	Stomachs
76.54	human	Stomachs
64.82	human	Rectum
73.72	human	Stomachs
67.36	human	Stomachs
55.82	human	Rectum
62.17	human	Rectum
65.18	human	Rectum
55.22	human	Rectum
71.87	human	Rectum
55.76	human	Rectum
64.33	human	Rectum
76.53	human	Intestines
59.31	human	Rectum
55.55	human	Rectum
57.23	human	Rectum
56.15	human	Rectum
67.2	human	Rectum
59.64	human	Rectum
55.61	human	Rectum
63.91	human	Rectum
61.72	human	Rectum
67.64	human	Rectum
60.43	human	Rectum
60.39	human	Rectum
58.6	human	Rectum
56.91	human	Rectum
55.07	human	Rectum
67.09	human	Rectum
57.57	human	Rectum
61.39	human	Rectum
54.83	human	Rectum
57.55	human	Rectum
55.91	human	Rectum
56.17	human	Rectum
58.41	human	Rectum
55.96	human	Rectum
55.48	human	Rectum
64.65	human	Rectum
60.2	human	Rectum
62.01	human	Rectum
62.08	human	Rectum
57.75	human	Rectum
55.93	human	Rectum
53.98	human	Rectum
58.63	human	Rectum
55.01	human	Rectum
58.38	human	Rectum
60.59	human	Rectum
55.5	human	Rectum
57.32	human	Rectum
71.63	human	Rectum
66.58	human	Rectum
60.86	human	Rectum
58.51	human	Rectum
58.02	human	Rectum
56.19	human	Rectum
63.31	human	Rectum
59.4	human	Rectum
68.67	human	Rectum
60.93	human	Rectum
56.78	human	Rectum
54.93	human	Rectum
59.59	human	Rectum
61.75	human	Rectum
58	human	Rectum
58.21	human	Rectum
65.02	human	Rectum
54.69	human	Rectum
58.62	human	Rectum
63.91	human	Rectum
59.43	human	Rectum
57.3	human	Rectum
58.1	human	Rectum
58.14	human	Rectum
61.14	human	Rectum
60.89	human	Rectum
59.19	human	Rectum
58.87	human	Rectum
56.17	human	Rectum
60.1	human	Rectum
56.1	human	Rectum
60.41	human	Rectum
63.15	human	Rectum
61.01	human	Rectum
59.04	human	Rectum
63.85	human	Rectum
62.11	human	Rectum
62.42	human	Rectum
58.17	human	Rectum
56.03	human	Rectum
57.38	human	Rectum
56.7	human	Rectum
56.41	human	Rectum
62.38	human	Rectum
62.53	human	Rectum
60.13	human	Rectum
56.98	human	Rectum
54.14	human	Rectum
58.35	human	Rectum
58.63	human	Rectum
66.31	human	Rectum
62.47	human	Rectum
53.67	human	Rectum
59.94	human	Rectum
62.74	human	Rectum
56.34	human	Rectum
56.58	human	Rectum
57.81	human	Rectum
52.84	human	Rectum
56.86	human	Rectum
64.47	human	Rectum
58.5	human	Rectum
62.31	human	Rectum
66.28	human	Rectum
57.13	human	Rectum
55.68	human	Rectum
60.95	human	Rectum
55.98	human	Rectum
56.63	human	Rectum
59.35	human	Rectum
60.59	human	Rectum
58.03	human	Rectum
60.06	human	Rectum
56.13	human	Rectum
55.05	human	Rectum
59.78	human	Rectum
57.71	human	Rectum
58.26	human	Rectum
57.09	human	Rectum
60.87	human	Rectum
61.39	human	Rectum
56.7	human	Rectum
56.67	human	Rectum
59.34	human	Rectum
55.04	human	Rectum
67.81	human	Rectum
77.71	human	Rectum
92.77	human	Rectum
93.34	human	Rectum
58.87	human	Rectum
60.76	human	Rectum
59.13	human	Rectum
67.5	human	Rectum
59.57	human	Rectum
59.55	human	Rectum
61.28	human	Rectum
65.71	human	Rectum
77.07	human	Rectum
66.33	human	Rectum
84.37	human	Rectum
59.54	human	Rectum
50.78	human	Rectum
64.14	human	Rectum
66.48	human	Rectum
58.16	human	Rectum
63.86	human	Rectum
56.94	human	Rectum
64.22	human	Rectum
63.58	human	Rectum
65.22	human	Rectum
62	human	Rectum
63.87	human	Rectum
62.16	human	Rectum
59.68	human	Rectum
63.81	human	Rectum
62.53	human	Rectum
61.07	human	Rectum
57.36	human	Rectum
65.14	human	Rectum
64.42	human	Rectum
60.69	human	Rectum
60.15	human	Rectum
61.09	human	Rectum
64.01	human	Rectum
52.62	human	Rectum
64.15	human	Rectum
66.93	human	Rectum
63.9	human	Rectum
69.7	human	Rectum
64.04	human	Rectum
62.74	human	Rectum
67.91	human	Rectum
62.89	human	Rectum
65.11	human	Rectum
60.42	human	Rectum
62.82	human	Rectum
66.46	human	Stomachs
64.5	human	Rectum
52.69	human	Stomachs
53.48	human	Stomachs
59.93	human	Rectum
59.28	human	Rectum
65.48	human	Rectum
65.58	human	Rectum
60.88	human	Rectum
53.7	human	Rectum
61.22	human	Rectum
63.76	human	Rectum
59.55	human	Rectum
68.34	human	Rectum
52.44	human	Rectum
56.05	human	Rectum
66.87	human	Rectum
67.69	human	Rectum
63.15	human	Rectum
61.16	human	Rectum
73.45	human	Rectum
61.24	human	Rectum
55.84	human	Rectum
52.45	human	Rectum
52.46	human	Rectum
53.34	human	Rectum
54.7	human	Rectum
62.16	human	Rectum
61.78	human	Rectum
52.78	human	Rectum
64.13	human	Rectum
64.14	human	Rectum
63.56	human	Rectum
60.34	human	Rectum
61.16	human	Rectum
64.55	human	Rectum
54.38	human	Rectum
61.77	human	Rectum
64.32	human	Rectum
59.24	human	Rectum
66.57	human	Rectum
60.27	human	Rectum
63.29	human	Rectum
66.37	human	Rectum
63.95	human	Rectum
74.53	human	Rectum
66.41	human	Rectum
61.83	human	Rectum
62.62	human	Rectum
62.83	human	Rectum
77.21	human	Rectum
66.9	human	Rectum
72.1	human	Rectum
70.58	human	Rectum
94.22	human	Rectum
60.78	human	Rectum
95.21	human	Rectum
87.43	human	Rectum
87.88	human	Rectum
59.04	human	Rectum
89.06	human	Rectum
89.35	human	Rectum
84.45	human	Rectum
92.72	human	Rectum
89.54	human	Rectum
59.04	human	Rectum
89.96	human	Rectum
79.81	human	Rectum
69.94	human	Rectum
92.1	human	Rectum
89.49	human	Rectum
86.85	human	Rectum
87.7	human	Rectum
81.46	human	Rectum
90.58	human	Rectum
89.36	human	Rectum
86.78	human	Rectum
56.82	human	Rectum
87.16	human	Rectum
59.77	human	Rectum
87.88	human	Rectum
89.16	human	Rectum
81.04	human	Rectum
84.37	human	Rectum
91.99	human	Rectum
94.02	human	Rectum
88.31	human	Rectum
58.56	human	Rectum
60.26	human	Rectum
57.15	human	Rectum
56.12	human	Rectum
60.47	human	Rectum
57.02	human	Rectum
57.4	human	Rectum
58.01	human	Rectum
56.9	human	Rectum
62.28	human	Rectum
52.86	human	Rectum
54.99	human	Rectum
83.39	human	Rectum
55.95	human	Rectum
53.54	human	Rectum
59.47	human	Rectum
59.54	human	Rectum
55.22	human	Rectum
82.31	human	Rectum
60.64	human	Rectum
57.48	human	Rectum
78.62	human	Rectum
56.11	human	Rectum
58.3	human	Rectum
71.59	human	Rectum
54.59	human	Rectum
55.54	human	Rectum
57.86	human	Rectum
58.43	human	Rectum
59.16	human	Rectum
59.5	human	Rectum
57.3	human	Rectum
58.28	human	Rectum
58.17	human	Rectum
57.65	human	Rectum
57.34	human	Rectum
59.98	human	Rectum
56.27	human	Rectum
56.82	human	Rectum
60.05	human	Rectum
57.09	human	Rectum
59.04	human	Rectum
55.67	human	Rectum
56.63	human	Rectum
59.72	human	Rectum
61.69	human	Rectum
58.14	human	Rectum
58.66	human	Rectum
57.98	human	Rectum
60.67	human	Rectum
59.93	human	Rectum
58.93	human	Rectum
59.13	human	Rectum
60.08	human	Rectum
57.57	human	Rectum
59.06	human	Rectum
58.26	human	Rectum
59.75	human	Rectum
58.54	human	Rectum
58.52	human	Rectum
58.29	human	Rectum
60.67	human	Rectum
60.31	human	Rectum
59.56	human	Rectum
59.9	human	Rectum
62.29	human	All
56.8	human	All
50.27	human	All
51.89	human	All
52.09	human	All
49.29	human	All
50.87	human	All
52.85	human	All
50.6	human	All
52.6	human	All
53	human	All
50.15	human	All
51.2	human	All
46.13	human	All
50.69	human	All
56.08	human	All
53.5	human	All
51.31	human	All
52.79	human	All
47.6	human	All
48.75	human	All
54.23	human	All
43.11	human	All
48.33	human	All
50.59	human	All
45.9	human	All
51.37	human	All
61.65	human	All
47.64	human	All
44.2	human	All
47.06	human	All
48.15	human	All
46.63	human	All
48.12	human	All
51.46	human	All
49.16	human	All
49	human	All
58.45	human	All
50.54	human	All
47.62	human	All
52.39	human	All
47.08	human	All
53.63	human	All
50.98	human	All
48.83	human	All
57.85	human	All
49.31	human	All
52.79	human	All
50.41	human	All
39.69	human	All
49.7	human	All
59.06	human	All
53.08	human	All
52.22	human	All
52	human	All
48.95	human	All
52.76	human	All
52.43	human	All
50.9	human	All
47.77	human	All
49.86	human	All
50.4	human	All
47.11	human	All
52.69	human	All
48.76	human	All
49.14	human	All
49.44	human	All
46.41	human	All
47.56	human	All
49.88	human	All
46.04	human	All
52.11	human	All
50.45	human	All
44.65	human	All
45.4	human	All
45.28	human	All
49.47	human	All
51.86	human	All
51.02	human	All
47.77	human	All
74.63	human	All
69.43	human	All
74.49	human	All
64.77	human	All
70.91	human	All
71.91	human	All
56.37	human	All
63.63	human	All
64.83	human	All
66.08	human	All
77.11	human	All
68.96	human	All
61.67	human	All
63.11	human	All
65.24	human	All
65.24	human	All
72.48	human	All
66.31	human	All
62.21	human	All
71.87	human	All
63.48	human	All
70.18	human	All
65.58	human	All
61.19	human	All
65.35	human	All
62.07	human	All
52.77	human	All
59.31	human	All
56.96	human	All
62.03	human	All
64.6	human	All
68.4	human	All
61.41	human	All
66.28	human	All
77.09	human	All
64.67	human	All
79	human	All
76.1	human	All
66.57	human	All
68.7	human	All
69.92	human	All
64.64	human	All
64.08	human	All
65.45	human	All
69.5	human	All
78.98	human	All
72.82	human	All
68.9	human	All
66.74	human	All
67.26	human	All
69.6	human	All
71.02	human	All
67.97	human	All
73.04	human	All
71.33	human	All
71.92	human	All
65.62	human	All
71.55	human	All
70.19	human	All
70.04	human	All
71.15	human	All
70.56	human	All
67.54	human	All
63.26	human	All
70.16	human	All
73.38	human	All
64.15	human	All
71.72	human	All
70.81	human	All
64.62	human	All
76.06	human	All
74.03	human	All
77.48	human	All
70.49	human	All
70.07	human	All
70.5	human	All
66.9	human	All
69.81	human	All
69.8	human	All
72.24	human	All
67.42	human	All
71.04	human	All
83.21	human	All
80.25	human	All
84.7	human	All
96.61	human	All
69.73	human	All
81.01	human	All
68.17	human	All
75.92	human	All
92.99	human	All
89.79	human	All
87.5	human	All
67.24	human	All
72.75	human	All
79.87	human	All
79.99	human	All
70.76	human	All
82.19	human	All
71.75	human	All
74.71	human	All
75.8	human	All
72.25	human	All
73.98	human	All
77.16	human	All
66.94	human	All
69.88	human	All
90.99	human	All
84.18	human	All
77.31	human	All
76.86	human	All
66.14	human	All
66.45	human	All
71.42	human	All
77.03	human	All
77.87	human	All
77.57	human	All
74.48	human	All
66.49	human	All
69.94	human	All
53.79	human	All
51.88	human	All
54.46	human	All
58.27	human	All
64.99	human	All
73.69	human	All
53.19	human	All
58.06	human	All
50.5	human	All
59.04	human	All
61.84	human	All
71.66	human	All
74.45	human	All
45.09	human	All
54.64	human	All
46.45	human	All
57.28	human	All
39.9	human	All
69.48	human	All
70.85	human	All
54.56	human	All
73.94	human	All
98.67	human	All
71.05	human	All
54.32	human	All
53.93	human	All
49.75	human	All
42.63	human	All
38.85	human	All
68.03	human	All
52.78	human	All
54.73	human	All
60.48	human	All
60.49	human	All
49.4	human	All
56.39	human	All
50.56	human	All
65.01	human	All
59.34	human	All
52.51	human	All
53.86	human	All
53.8	human	All
71.5	human	All
62.93	human	All
69.32	human	All
63.81	human	All
71.67	human	All
75.71	human	All
56.55	human	All
58.72	human	All
58.44	human	All
68.96	human	All
55.41	human	All
59.78	human	All
65.69	human	All
51.58	human	All
59.38	human	All
71.9	human	All
72.55	human	All
51.17	human	All
53.09	human	All
62.35	human	All
49.63	human	All
63.94	human	All
63.88	human	All
51.22	human	All
64.68	human	All
74.52	human	All
70.35	human	All
68.15	human	All
69.1	human	All
67.87	human	All
70.18	human	All
72.38	human	All
66.37	human	All
64.94	human	All
75.96	human	All
67.55	human	All
65.05	human	All
69.22	human	All
67.25	human	All
68.7	human	All
64.63	human	All
67.05	human	All
72.4	human	All
74.05	human	All
69.97	human	All
72.5	human	All
72.25	human	All
53.72	human	All
69.61	human	All
73.85	human	All
68.15	human	All
53.69	human	All
67.22	human	All
67.87	human	All
71.35	human	All
75.8	human	All
94.36	human	All
74.76	human	All
72.98	human	All
76.83	human	All
74.39	human	All
66.31	human	All
71.54	human	All
51.39	human	All
67.89	human	All
71.75	human	All
52.91	human	All
57.81	human	All
71.97	human	All
69.62	human	All
51.02	human	All
64.06	human	All
48.2	human	All
48.97	human	All
48.38	human	All
68.21	human	All
66.63	human	All
58.59	human	All
53.3	human	All
68.93	human	All
70.67	human	All
70.12	human	All
65.31	human	All
66.85	human	All
73.98	human	All
70.39	human	All
69.28	human	All
70.54	human	All
68.21	human	All
69.4	human	All
64.67	human	All
51.81	human	All
55.8	human	All
74.56	human	All
54.76	human	All
73.7	human	All
68.46	human	All
53.65	human	All
64.79	human	All
67.02	human	All
63.76	human	All
66.32	human	All
65.55	human	All
70.24	human	All
67.01	human	All
61.93	human	All
66.48	human	All
65.13	human	All
71.08	human	All
66.14	human	All
65.8	human	All
61.93	human	All
71.16	human	All
67.64	human	All
68.16	human	All
76.54	human	All
64.82	human	All
73.72	human	All
67.36	human	All
55.82	human	All
62.17	human	All
65.18	human	All
55.22	human	All
71.87	human	All
55.76	human	All
64.33	human	All
76.53	human	All
59.31	human	All
55.55	human	All
57.23	human	All
56.15	human	All
67.2	human	All
59.64	human	All
55.61	human	All
63.91	human	All
61.72	human	All
67.64	human	All
60.43	human	All
60.39	human	All
58.6	human	All
56.91	human	All
55.07	human	All
67.09	human	All
57.57	human	All
61.39	human	All
54.83	human	All
57.55	human	All
55.91	human	All
56.17	human	All
58.41	human	All
55.96	human	All
55.48	human	All
64.65	human	All
60.2	human	All
62.01	human	All
62.08	human	All
57.75	human	All
55.93	human	All
53.98	human	All
58.63	human	All
55.01	human	All
58.38	human	All
60.59	human	All
55.5	human	All
57.32	human	All
71.63	human	All
66.58	human	All
60.86	human	All
58.51	human	All
58.02	human	All
56.19	human	All
63.31	human	All
59.4	human	All
68.67	human	All
60.93	human	All
56.78	human	All
54.93	human	All
59.59	human	All
61.75	human	All
58	human	All
58.21	human	All
65.02	human	All
54.69	human	All
58.62	human	All
63.91	human	All
59.43	human	All
57.3	human	All
58.1	human	All
58.14	human	All
61.14	human	All
60.89	human	All
59.19	human	All
58.87	human	All
56.17	human	All
60.1	human	All
56.1	human	All
60.41	human	All
63.15	human	All
61.01	human	All
59.04	human	All
63.85	human	All
62.11	human	All
62.42	human	All
58.17	human	All
56.03	human	All
57.38	human	All
56.7	human	All
56.41	human	All
62.38	human	All
62.53	human	All
60.13	human	All
56.98	human	All
54.14	human	All
58.35	human	All
58.63	human	All
66.31	human	All
62.47	human	All
53.67	human	All
59.94	human	All
62.74	human	All
56.34	human	All
56.58	human	All
57.81	human	All
52.84	human	All
56.86	human	All
64.47	human	All
58.5	human	All
62.31	human	All
66.28	human	All
57.13	human	All
55.68	human	All
60.95	human	All
55.98	human	All
56.63	human	All
59.35	human	All
60.59	human	All
58.03	human	All
60.06	human	All
56.13	human	All
55.05	human	All
59.78	human	All
57.71	human	All
58.26	human	All
57.09	human	All
60.87	human	All
61.39	human	All
56.7	human	All
56.67	human	All
59.34	human	All
55.04	human	All
67.81	human	All
77.71	human	All
92.77	human	All
93.34	human	All
58.87	human	All
60.76	human	All
59.13	human	All
67.5	human	All
59.57	human	All
59.55	human	All
61.28	human	All
65.71	human	All
77.07	human	All
66.33	human	All
84.37	human	All
59.54	human	All
50.78	human	All
64.14	human	All
66.48	human	All
58.16	human	All
63.86	human	All
56.94	human	All
64.22	human	All
63.58	human	All
65.22	human	All
62	human	All
63.87	human	All
62.16	human	All
59.68	human	All
63.81	human	All
62.53	human	All
61.07	human	All
57.36	human	All
65.14	human	All
64.42	human	All
60.69	human	All
60.15	human	All
61.09	human	All
64.01	human	All
52.62	human	All
64.15	human	All
66.93	human	All
63.9	human	All
69.7	human	All
64.04	human	All
62.74	human	All
67.91	human	All
62.89	human	All
65.11	human	All
60.42	human	All
62.82	human	All
66.46	human	All
64.5	human	All
52.69	human	All
53.48	human	All
59.93	human	All
59.28	human	All
65.48	human	All
65.58	human	All
60.88	human	All
53.7	human	All
61.22	human	All
63.76	human	All
59.55	human	All
68.34	human	All
52.44	human	All
56.05	human	All
66.87	human	All
67.69	human	All
63.15	human	All
61.16	human	All
73.45	human	All
61.24	human	All
55.84	human	All
52.45	human	All
52.46	human	All
53.34	human	All
54.7	human	All
62.16	human	All
61.78	human	All
52.78	human	All
64.13	human	All
64.14	human	All
63.56	human	All
60.34	human	All
61.16	human	All
64.55	human	All
54.38	human	All
61.77	human	All
64.32	human	All
59.24	human	All
66.57	human	All
60.27	human	All
63.29	human	All
66.37	human	All
63.95	human	All
74.53	human	All
66.41	human	All
61.83	human	All
62.62	human	All
62.83	human	All
77.21	human	All
66.9	human	All
72.1	human	All
70.58	human	All
94.22	human	All
60.78	human	All
95.21	human	All
87.43	human	All
87.88	human	All
59.04	human	All
89.06	human	All
89.35	human	All
84.45	human	All
92.72	human	All
89.54	human	All
59.04	human	All
89.96	human	All
79.81	human	All
69.94	human	All
92.1	human	All
89.49	human	All
86.85	human	All
87.7	human	All
81.46	human	All
90.58	human	All
89.36	human	All
86.78	human	All
56.82	human	All
87.16	human	All
59.77	human	All
87.88	human	All
89.16	human	All
81.04	human	All
84.37	human	All
91.99	human	All
94.02	human	All
88.31	human	All
58.56	human	All
60.26	human	All
57.15	human	All
56.12	human	All
60.47	human	All
57.02	human	All
57.4	human	All
58.01	human	All
56.9	human	All
62.28	human	All
52.86	human	All
54.99	human	All
83.39	human	All
55.95	human	All
53.54	human	All
59.47	human	All
59.54	human	All
55.22	human	All
82.31	human	All
60.64	human	All
57.48	human	All
78.62	human	All
56.11	human	All
58.3	human	All
71.59	human	All
54.59	human	All
55.54	human	All
57.86	human	All
58.43	human	All
59.16	human	All
59.5	human	All
57.3	human	All
58.28	human	All
58.17	human	All
57.65	human	All
57.34	human	All
59.98	human	All
56.27	human	All
56.82	human	All
60.05	human	All
57.09	human	All
59.04	human	All
55.67	human	All
56.63	human	All
59.72	human	All
61.69	human	All
58.14	human	All
58.66	human	All
57.98	human	All
60.67	human	All
59.93	human	All
58.93	human	All
59.13	human	All
60.08	human	All
57.57	human	All
59.06	human	All
58.26	human	All
59.75	human	All
58.54	human	All
58.52	human	All
58.29	human	All
60.67	human	All
60.31	human	All
59.56	human	All
59.9	human	All
65.8	BFAP	Rectum
62	BFAP	Rectum
62.56	BFAP	Rectum
63.45	BFAP	Rectum
60.87	BFAP	Rectum
62.56	BFAP	Rectum
63.95	BFAP	Rectum
59.71	BFAP	Rectum
63.14	BFAP	Rectum
61.64	BFAP	Rectum
62.58	BFAP	Rectum
60.25	BFAP	Rectum
57.96	BFAP	Rectum
61.13	BFAP	Rectum
60.82	BFAP	Rectum
65.15	BFAP	Rectum
61.29	BFAP	Rectum
61.87	BFAP	Rectum
63.65	BFAP	Rectum
60.51	BFAP	Rectum
60.53	BFAP	Rectum
63.09	BFAP	Rectum
65.34	BFAP	Rectum
61.05	BFAP	Rectum
63.33	BFAP	Rectum
65.45	BFAP	Rectum
66.72	BFAP	Rectum
66.03	BFAP	Rectum
60.35	BFAP	Rectum
60.77	BFAP	Rectum
64.8	BFAP	Rectum
60.02	BFAP	Rectum
66.73	BFAP	Rectum
60.75	BFAP	Rectum
61.59	BFAP	Rectum
62.77	BFAP	Rectum
62.19	BFAP	Rectum
59.56	BFAP	Rectum
62.03	BFAP	Rectum
59.07	BFAP	Rectum
61.97	BFAP	Rectum
60.99	BFAP	Rectum
